,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
977,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Boys (Age 0-17) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
976,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Girls (Age 0-17) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
978,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Men (Age 18 and above) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
975,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Women (Age 18 and above) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
973,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
972,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
974,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
971,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) receiving assistive tools,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
969,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
968,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
970,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
967,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
977,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Boys (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
976,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Girls (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
978,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Men (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
975,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Host Community Women (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
973,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
972,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
974,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
971,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) receiving rehabilitation sessions and counselling,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
961,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,# of FHH receiving financial assistance,Indicator,,0,# of case,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
962,PROT[2]Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,SyrRefRespRRP6,# of MHH receiving financial assistance,Indicator,,0,# of case,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
987,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
986,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
988,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
985,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
995,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Host Community Boys (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
994,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Host Community Girls (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
996,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Host Community Men (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
993,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Host Community Women (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
991,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
990,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
992,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
989,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
981,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,# of CFS/AFS operational,Indicator,,0,# of action tak,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
982,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,# of community centres operational,Indicator,,0,# of action tak,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
983,PROT[2]Community Empowered; Services to Vuln,[REF2.4]Psychosocial Support,SyrRefRespRRP6,# of women safe spaces operational,Indicator,,0,# of action tak,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1003,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1002,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1004,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1001,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1011,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Host Community Boys (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1010,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Host Community Girls (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1012,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Host Community Men (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1009,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Host Community Women (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1007,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1006,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1008,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1005,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above) benefiting from CSPs,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
999,PROT[2]Community Empowered; Services to Vuln,[REF2.5]Social Cohesion/Coexistence,SyrRefRespRRP6,# of CSPs implemented,Indicator,,0,# of infrastruc,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1018,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Camps Syrian Boys (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1017,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Camps Syrian Girls (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1019,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Camps Syrian Men (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1016,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Camps Syrian Women (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1026,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Host Community Boys (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1025,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Host Community Girls (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1027,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Host Community Men (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1024,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Host Community Women (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1022,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Urban/Rural Syrian Boys (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1021,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Urban/Rural Syrian Girls (Age 0-17) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1023,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Urban/Rural Syrian Men (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1020,PROT[3]SGBV Prevention & Response,[REF3.1]Community Prevention initiatives,SyrRefRespRRP6,"Urban/Rural Syrian Women (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1033,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Camps Syrian Boys (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1032,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Camps Syrian Girls (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1034,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Camps Syrian Men (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1031,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Camps Syrian Women (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1040,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Host Community Boys (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1041,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Host Community Girls (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1042,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Host Community Men (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1039,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Host Community Women (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1037,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Urban/Rural Syrian Boys (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1036,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Urban/Rural Syrian Girls (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1038,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Urban/Rural Syrian Men (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1035,PROT[3]SGBV Prevention & Response,[REF3.2]Survivors Access to Case Management and MultiSector Services,Country,"Urban/Rural Syrian Women (Age 18 and above) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1046,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Camps Females Govt actors   trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1048,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Camps Females non-govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1047,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Camps Males Govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1049,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Camps Males non-govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1050,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Urban/Rural Females Govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1052,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Urban/Rural Females non-govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1051,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Urban/Rural Males Govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1053,PROT[3]SGBV Prevention & Response,"[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities",SyrRefRespRRP6,Urban/Rural Males non-govt actors  trained on SGBV referral pathways and core principles of working with survivors of SGBV,Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1056,PROT[3]SGBV Prevention & Response,[REF3.4]PSEA Risk Mitigation,SyrRefRespRRP6,SGBV service providers incorporate  measures for protection from sexual exploitation and abuse,Indicator,,0,YES=1/NO=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1059,PROT[4]Child Protection,[REF4.1]CP Systems Capacity Increased,SyrRefRespRRP6,"# of GoJ officials, civil society & humanitarian workers trained on CP (gender disaggregated)",Indicator,,0,# of staff,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1074,PROT[4]Child Protection,[REF4.2]Advocacy & Knowledge Generation,SyrRefRespRRP6,"A common situation monitoring framework is in place, including indicators, data collection methods and frequency of data collection (yes/no)",Indicator,,0,Yes=1/No=0,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1091,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Camps Syrian Boys (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1090,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Camps Syrian Girls (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1092,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Camps Syrian Men (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1089,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Camps Syrian Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1099,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Host Community Boys (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1098,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Host Community Girls (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1100,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Host Community Men (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1097,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Host Community Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1095,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Urban/Rural Syrian Boys (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1094,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Urban/Rural Syrian Girls (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
