mon,sort,na,aggmonit,aggmonit2,aggtarget,indicatorName,activityName,sect,ob,indicatorId.x,indicatorId.y,activityCategory.x,indicatorCategory.x,aggregation.x,units.x,reportingFrequency.x,locationTypeName.x,activityId.x,databaseId.x.x,indicatorCode.x,objective.x,sector.x,Category.x,activity2.x,activityCategory.y,indicatorCategory.y,aggregation.y,units.y,reportingFrequency.y,locationTypeName.y,activityId.y,databaseId.x.y,indicatorCode.y,objective.y,sector.y,Category.y,activity2.y
no,tosort,,,,,Camps Syrian Women (Age 18 and above),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86704,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86704,"Camps Syrian Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392865,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Host Community Boys (Age 0-17),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86694,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86694,"Host Community Boys (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392866,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Host Community Girls (Age 0-17),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86697,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86697,"Host Community Girls (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392867,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Host Community Men (Age 18 and above),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86700,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86700,"Host Community Men (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392868,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Host Community Women (Age 18 and above),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86703,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86703,"Host Community Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392869,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86696,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86696,"Urban/Rural Syrian Boys (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392870,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86699,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86699,"Urban/Rural Syrian Girls (Age 0-17) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392871,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Men (Age 18 and above),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86702,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86702,"Urban/Rural Syrian Men (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392872,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Women (Age 18 and above),[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,,86705,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9722,1662,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d
yes,no,,86708,,86705,"Urban/Rural Syrian Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",[REF4.3]Community Mechanisms Strength/d,PROTECTION,Child Protection,2146392873,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14346,2300,,Child Protection,PROTECTION,Refugee,Community Mechanisms Strength/d,,,,,,,,,,,,,
no,tosort,,,,,"# of UAC, SC, and children at risk provided with multi-sectoral services (age & gender disaggregated)",[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86723,,,,,,,,,,,,,,PROT[4]Child Protection,Indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,out,,,,,% already funded? Enter % of financial requirements that are already funded (100% if fully funded; 0% if not yet funded) *,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,87493,,,,,,,,,,,,,,PROT[4]Child Protection,Budget,0,%,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,out,,,,,Budgetary Requirement for 2015,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86721,,,,,,,,,,,,,,PROT[4]Child Protection,Budget,0,USD $,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,tosort,,,,,Camps Syrian Boys (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86710,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394440,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394446,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394452,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394458,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394434,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392874,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86710,86723,,Camps Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394508,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,,,,,Camps Syrian Girls (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86713,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394441,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394447,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394453,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394459,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394435,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392875,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86713,86723,,Camps Syrian Girls (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394509,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,na,,,,Camps Syrian Men (Age 18 and above),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86716,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,tosort,na,,,,Camps Syrian Women (Age 18 and above),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86719,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,tosort,,,,,Host Community Boys (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86709,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394442,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394448,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394454,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394460,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394436,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392876,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86709,86723,,Host Community Boys (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394510,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,,,,,Host Community Girls (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86712,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394443,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394449,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394455,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394461,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394437,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392877,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86712,86723,,Host Community Girls (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394511,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,na,,,,Host Community Men (Age 18 and above),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86715,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,tosort,na,,,,Host Community Women (Age 18 and above),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86718,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
no,tosort,,,,,Urban/Rural Syrian Boys (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86711,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394444,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394450,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394456,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394462,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394438,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392878,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86711,86723,,Urban/Rural Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394512,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,,,,,Urban/Rural Syrian Girls (Age 0-17),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86714,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394445,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # experiencing violence in the schools provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394451,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # in child labour provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394457,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # of other child protection cases provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394463,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # of SC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394439,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146392879,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
yes,no,,86714,86723,,Urban/Rural Syrian Girls (Age 0-17) children with disabilities provided with multi-sectoral services,[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,2146394513,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef,1,SyrRefRespRRP6,14347,2300,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.,,,,,,,,,,,,,
no,tosort,na,,,,Urban/Rural Syrian Men (Age 18 and above),[REF4.4]Specialised Services/Case Mngmt.,PROTECTION,Child Protection,,86717,,,,,,,,,,,,,,PROT[4]Child Protection,Breakdown of main indicator,0,# of benef.,0,SyrRefRespRRP6,9723,1662,,Child Protection,PROTECTION,Refugee,Specialised Services/Case Mngmt.
