"","sector","StartDate","Category","activity","Indicator","Governorate","Gender","Partner","SiteType","appeal","Fundedby","allocation","rcode","gcode","Value","Units","location","region","poptype"
"4857","SHELTER","01/07/2014","1. Host Communities","5. Increased awareness about tenure",,"KARAK","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","3","1704",31,"Individual","Karak Governorate","South","Urban"
"4864","SHELTER","01/01/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","1","1707",44,"Individual","Irbid Governorate","North","other Affected"
"4865","SHELTER","01/11/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Men","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",65,"Individual","Amman Governorate","Center","Urban"
"4883","SHELTER","01/06/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",27,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"4897","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",65,"Individual","Liwa Bani Ubayid","North","Urban"
"4898","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",2,"Individual","Liwa Bani Ubayid","North","Urban"
"4899","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",191,"Individual","Liwa Qasabat Irbid","North","Urban"
"4915","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",4,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"4928","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",15,"Individual","Liwa at Tayyibah","North","Urban"
"4933","SHELTER","01/12/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","Caritas","   Urban areas - ","Indirect appeal","None","Yes","1","1707",50,"Individual","Irbid Governorate","North",""
"4939","SHELTER","01/08/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","Caritas","   Urban areas - ","Indirect appeal","None","Yes","1","1707",170,"Individual","Irbid Governorate","North",""
"4964","SHELTER","01/02/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"MAFRAQ","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1711",32,"Individual","Mafraq City","North","Urban"
"4968","SHELTER","01/01/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","KARAK","","Caritas","   Urban areas - ","Indirect appeal","None","Yes","3","1704",202,"Individual","Karak Governorate","South",""
"4975","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"KARAK","Men","DRC","   Urban areas - ","Direct appeal","None","Yes","3","1704",50,"Individual","Karak City","South","Urban"
"5002","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5006","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",16,"Individual","Liwa at Tayyibah","North","Urban"
"5024","SHELTER","01/11/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",187,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"5028","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5035","SHELTER","01/08/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",4,"#","Liwa al Mazar ash Shamali","North",""
"5041","SHELTER","01/11/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Direct appeal","None","No","1","1707",54,"#","Irbid Governorate","North",""
"5043","SHELTER","01/12/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Direct appeal","None","No","1","1707",18,"#","Irbid Governorate","North",""
"5044","SHELTER","01/05/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Direct appeal","None","No","1","1707",36,"#","Irbid Governorate","North",""
"5047","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",41,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"5050","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",49,"#","Liwa al Wasatiyah","North",""
"5051","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",57,"Individual","Liwa al Wasatiyah","North","other Affected"
"5053","SHELTER","01/11/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",18,"Individual","Liwa at Tayyibah","North","other Affected"
"5055","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",122,"Individual","Liwa al Wasatiyah","North",""
"5057","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",4,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"5059","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",78,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5060","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"#","Liwa al Mazar ash Shamali","North",""
"5062","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa al Wasatiyah","North","other Affected"
"5063","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",13,"Individual","Liwa at Tayyibah","North","Urban"
"5064","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",11,"#","Liwa at Tayyibah","North",""
"5065","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",168,"Individual","Liwa at Tayyibah","North","Urban"
"5069","SHELTER","01/01/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa at Tayyibah","North","Urban"
"5071","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",55,"Individual","Liwa at Tayyibah","North",""
"5080","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",26,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5082","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",27,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"5083","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",158,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"5088","SHELTER","01/08/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",3,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5090","SHELTER","01/11/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",18,"Individual","Liwa at Tayyibah","North","Urban"
"5091","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",9,"Individual","Liwa al Wasatiyah","North","Camp"
"5092","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Liwa at Tayyibah","North","Urban"
"5097","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",8,"Individual","Liwa at Tayyibah","North","Urban"
"5100","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",50,"Individual","Liwa at Tayyibah","North","other Affected"
"5102","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Men","PU-AMI","   Urban areas - ","Direct appeal","None","Yes","2","1705",35,"Individual","Liwa Marka","Center","other Affected"
"5103","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",20,"#","Liwa at Tayyibah","North",""
"5105","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North","other Affected"
"5106","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",8,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5107","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",6,"Individual","Liwa at Tayyibah","North","Urban"
"5109","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",19,"#","Liwa al Mazar ash Shamali","North",""
"5110","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",67,"#","Liwa at Tayyibah","North",""
"5112","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa al Wasatiyah","North","Urban"
"5113","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",18,"#","Liwa al Wasatiyah","North",""
"5115","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",168,"Individual","Liwa at Tayyibah","North","other Affected"
"5116","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",12,"Individual","Liwa at Tayyibah","North","Urban"
"5117","SHELTER","01/12/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",50,"Individual","Liwa at Tayyibah","North",""
"5118","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",25,"Individual","Liwa al Mazar ash Shamali","North","Urban"
"5119","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",45,"Individual","Liwa at Tayyibah","North","other Affected"
"5120","SHELTER","01/11/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",7,"#","Liwa at Tayyibah","North",""
"5126","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",268,"Individual","Liwa at Tayyibah","North",""
"5129","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",21,"#","Liwa al Mazar ash Shamali","North",""
"5130","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa at Tayyibah","North","other Affected"
"5146","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",38,"Individual","Liwa at Tayyibah","North","other Affected"
"5148","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North",""
"5149","SHELTER","01/11/2013","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",7,"Individual","Liwa at Tayyibah","North","Urban"
"5150","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",18,"#","Liwa at Tayyibah","North",""
"5152","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",28,"Individual","Liwa at Tayyibah","North","Urban"
"5154","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa at Tayyibah","North",""
"5156","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",22,"#","Liwa at Tayyibah","North",""
"5157","SHELTER","01/02/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",268,"Individual","Liwa at Tayyibah","North","other Affected"
"5159","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",24,"Individual","Liwa at Tayyibah","North","Urban"
"5166","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",35,"Individual","Liwa at Tayyibah","North","Urban"
"5167","SHELTER","01/01/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",79,"Individual","Liwa at Tayyibah","North","Camp"
"5210","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",55,"Individual","Liwa at Tayyibah","North","other Affected"
"5220","SHELTER","01/11/2014","2. Planned Site","3. Emergency shelter provided",,"ZaatariCamp","Men","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",209,"Individual","Zaatari Camp (all district)","2","Camp"
"5262","SHELTER","01/06/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","ICMC","   Urban areas - ","Direct appeal","None","Yes","1","1707",13,"Individual","Irbid City","North",""
"5265","SHELTER","01/09/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"MAFRAQ","Girls","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1711",88,"Individual","Mafraq Governorate","North","Urban"
"5279","SHELTER","01/11/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",927,"#","Zaatari Camp (all district)","2",""
"5286","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",10,"Individual","Liwa at Tayyibah","North","Urban"
"5292","SHELTER","01/03/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",16,"Individual","Liwa ar Ramtha","North","Urban"
"5313","SHELTER","01/03/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Men","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",50,"Individual","Liwa ar Ramtha","North","Urban"
"5324","SHELTER","01/06/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",11,"#","Irbid Governorate","North",""
"5331","SHELTER","01/09/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","JHAS","   Urban areas - ","Appeal outside of RRP6","None","No","1","1707",66,"#","Irbid Governorate","North",""
"5338","SHELTER","01/07/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",29,"#","Liwa ar Ramtha","North",""
"5363","SHELTER","01/10/2014","2. Planned Site","3. Emergency shelter provided","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",280,"#","Zaatari Camp (all district)","2",""
"5379","SHELTER","01/07/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",144,"Individual","Irbid Governorate","North","Urban"
"5383","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",62,"Individual","Liwa al Mazar ash Shamali","North","other Affected"
"5396","SHELTER","01/07/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",52,"Individual","Irbid Governorate","North","Urban"
"5400","SHELTER","01/07/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Girls","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",53,"Individual","Irbid Governorate","North","Urban"
"5401","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Men","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",71,"Individual","Irbid Governorate","North","Urban"
"5407","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Girls","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",73,"Individual","Irbid Governorate","North","Urban"
"5409","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Boys","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",26,"Individual","Irbid Governorate","North","Camp"
"5410","SHELTER","01/04/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Women","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",73,"Individual","Irbid Governorate","North","Urban"
"5411","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"IRBID","Girls","LWF","   Urban areas - ","Appeal outside of RRP6","None","Yes","1","1707",26,"Individual","Irbid Governorate","North","Urban"
"5412","SHELTER","01/09/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",157,"Individual","Irbid Governorate","North","Urban"
"5413","SHELTER","01/11/2014","1. Host Communities","5. Increased awareness about tenure",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",358,"Individual","Irbid Governorate","North","Camp"
"5453","SHELTER","01/08/2014","2. Planned Site","4. Semi-permanent shelter provided","NA","ZaatariCamp","","UNHCR","Camp    - ","Direct appeal","UNHCR","Yes","5","2",110,"#","Zaatari Camp (all district)","2",""
"5457","SHELTER","01/02/2014","1. Host Communities","3. Refugees enabled to pay rent on time","NA","IRBID","","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",64,"Individual","Irbid Governorate","North",""
"5491","SHELTER","01/10/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",74,"Individual","Liwa Qasabat Irbid","North","Urban"
"5492","SHELTER","01/03/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"AMMAN","Girls","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",178,"Individual","Amman Governorate","Center","Urban"
"5533","SHELTER","01/11/2014","1. Host Communities","5. Increased awareness about tenure",,"AMMAN","Women","Caritas","   Urban areas - ","Direct appeal","None","Yes","2","1705",60,"Individual","Amman Governorate","Center","Urban"
"5542","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",136,"Individual","Liwa al Kurah","North","Urban"
"5544","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",70,"Individual","Liwa al Kurah","North","Urban"
"5568","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",162,"Individual","Liwa Bani Ubayid","North","other Affected"
"5569","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",31,"#","Liwa Bani Ubayid","North",""
"5571","SHELTER","01/06/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",52,"Individual","Liwa Bani Ubayid","North","Camp"
"5572","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",17,"Individual","Liwa Bani Ubayid","North","Urban"
"5574","SHELTER","01/05/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",28,"Individual","Liwa Bani Ubayid","North","Urban"
"5575","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",192,"Individual","Liwa Bani Ubayid","North","other Affected"
"5577","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",37,"Individual","Liwa Bani Ubayid","North","Urban"
"5578","SHELTER","01/02/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Men","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1707",5,"Individual","Liwa ar Ramtha","North","Urban"
"5591","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",122,"Individual","Liwa Bani Ubayid","North","other Affected"
"5593","SHELTER","01/07/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",122,"Individual","Liwa Bani Ubayid","North","other Affected"
"5597","SHELTER","01/03/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",188,"Individual","Liwa Bani Ubayid","North","other Affected"
"5611","SHELTER","01/04/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",165,"Individual","Liwa Bani Ubayid","North",""
"5613","SHELTER","01/05/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",26,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"5614","SHELTER","01/01/2014","1. Host Communities","1. Housing units upgraded to minimum standard","NA","IRBID","","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",25,"#","Liwa Bani Kinanah","North",""
"5615","SHELTER","01/01/2014","1. Host Communities","1. Housing units upgraded to minimum standard",,"IRBID","Women","MC","   Urban areas - ","Direct appeal","None","Yes","1","1707",99,"Individual","Liwa Bani Kinanah","North","Urban"
"5619","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",73,"Individual","Liwa Bani Ubayid","North","Camp"
"5621","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",68,"#","Liwa Bani Ubayid","North",""
"5622","SHELTER","01/04/2014","1. Host Communities","5. Increased awareness about tenure",,"MAFRAQ","Women","MEDAIR","   Urban areas - ","Direct appeal","None","Yes","1","1711",1,"Individual","Liwa Qasabat al Mafraq","North","Urban"
"5634","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Women","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",445,"Individual","Liwa Qasabat Irbid","North","Urban"
"5637","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",192,"Individual","Liwa Bani Ubayid","North",""
"5642","SHELTER","01/09/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",37,"Individual","Liwa Bani Ubayid","North",""
"5645","SHELTER","01/10/2013","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",61,"#","Liwa al Mazar ash Shamali","North",""
"5656","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",172,"Individual","Liwa Qasabat Irbid","North","Urban"
"5660","SHELTER","01/12/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Boys","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",23,"Individual","Liwa al Mazar ash Shamali","North","Camp"
"5666","SHELTER","01/08/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Girls","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",115,"Individual","Liwa al Kurah","North","other Affected"
"5670","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available","NA","IRBID","","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",178,"#","Liwa Qasabat Irbid","North",""
"5671","SHELTER","01/11/2014","1. Host Communities","2. Increased housing units available",,"IRBID","Men","NRC","   Urban areas - ","Direct appeal","None","Yes","1","1707",107,"Individual","Liwa Qasabat Irbid","North","Urban"
"5676","SHELTER","01/02/2014","1. Host Communities","4. HH adapt housing to overcome harsh weather",,"MAAN","Boys","DRC","   Urban areas - ","Direct appeal","None","No","3","1709",129,"Individual","Maan City","South","Camp"
"5681","SHELTER","01/12/2014","2. Planned Site","5. T-shelter units provided and maintained","NA","AzraqCamp","","NRC","Camp    - ","Indirect appeal","UNHCR","Yes","5","2",785,"#","Azraq Camp","2",""
