"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"6845","Refugee","PU-AMI","Liwa ar Rusayfah","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","indirect",75000,1712,"Zarqa"
"6850","Refugee","PU-AMI","Liwa ar Rusayfah","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","indirect",354375,1712,"Zarqa"
"6876","Refugee","MECI","Liwa Ayn al Basha","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",41667,1702,"Balqa"
"6877","Refugee","MECI","Liwa Ayn al Basha","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",41667,1702,"Balqa"
"6885","Refugee","MECI","Liwa Bani Ubayid","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",41667,1707,"Irbid"
"6892","Refugee","KnK","Liwa Marka","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",228710,1705,"AMMAN"
"6895","Refugee","KnK","Liwa Marka","EDU[REF3.2]Acces to Formal Education","[REF3.2.2]Mobilize Teachers","EDUCATION","direct",4062,1705,"AMMAN"
"6902","Refugee","KnK","Liwa Marka","EDU[REF3.2]Acces to Formal Education","[REF3.2.4]Enrollment in public schools","EDUCATION","direct",18207,1705,"AMMAN"
"6903","Refugee","FCA","Liwa Marka","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",1920000,1705,"AMMAN"
"6905","Refugee","KnK","Liwa Marka","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",2217,1705,"AMMAN"
"6909","Refugee","IOCC","Liwa Qasabat al Karak","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1704,"Karak"
"6916","Refugee","ICMC","Liwa Qasabat al Mafraq","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",73655,1711,"MAFRAQ"
"6918","Refugee","ACTED","Liwa Qasabat al Mafraq","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","PROTECTION","direct",125000,1711,"MAFRAQ"
"6922","Refugee","DRC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",90000,1705,"AMMAN"
"6931","Refugee","KnK","Liwa Qasabat Amman","EDU[REF3.2]Acces to Formal Education","[REF3.2.4]Enrollment in public schools","EDUCATION","direct",23034,1705,"AMMAN"
"6934","Refugee","CVT","Liwa Qasabat Amman","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","HEALTH","direct",2e+06,1705,"AMMAN"
"6966","Refugee","KnK","Liwa Qasabat Amman","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",2956,1705,"AMMAN"
"6974","Refugee","DRC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",4e+05,1705,"AMMAN"
"6986","Refugee","IOCC","Liwa Qasabat Amman","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",55508,1705,"AMMAN"
"6994","Refugee","IOCC","Liwa Qasabat Amman","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",81000,1705,"AMMAN"
"7006","Refugee","IOCC","Liwa Qasabat Amman","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","direct",10000,1705,"AMMAN"
"7016","Refugee","DRC","Liwa Qasabat Amman","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",1020263,1705,"AMMAN"
"7028","Refugee","IOCC","Liwa Qasabat Amman","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1705,"AMMAN"
"7045","Refugee","IOCC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",44441,1705,"AMMAN"
"7050","Refugee","DRC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",1200000,1705,"AMMAN"
"7075","Refugee","IOCC","Liwa Qasabat Amman","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",40000,1705,"AMMAN"
"7089","Refugee","KnK","Liwa Qasabat Amman","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",304946,1705,"AMMAN"
"7092","Refugee","DRC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",620000,1705,"AMMAN"
"7101","Refugee","IOCC","Liwa Qasabat Amman","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",324718,1705,"AMMAN"
"7112","Refugee","KnK","Liwa Qasabat Amman","EDU[REF3.2]Acces to Formal Education","[REF3.2.2]Mobilize Teachers","EDUCATION","direct",5416,1705,"AMMAN"
"7146","Refugee","IOCC","Liwa Qasabat As Salt","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",28532,1702,"Balqa"
"7151","Refugee","IOCC","Liwa Qasabat As Salt","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",55508,1702,"Balqa"
"7155","Refugee","CVT","Liwa Qasabat Az Zarqa","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.1]Mental Health (Secondary)","HEALTH","direct",1e+06,1712,"Zarqa"
"7160","Refugee","IOCC","Liwa Qasabat Az Zarqa","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1712,"Zarqa"
"7179","Refugee","MECI","Liwa Qasabat Irbid","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",41667,1707,"Irbid"
"7182","Refugee","ACTED","Liwa Qasabat Irbid","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","PROTECTION","direct",125000,1707,"Irbid"
"7183","Refugee","IOCC","Liwa Qasabat Irbid","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",55508,1707,"Irbid"
"7201","Refugee","TDH","Liwa Qasabat Jarash","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","direct",5105,1708,"JARASH"
"7204","Refugee","TDH","Liwa Qasabat Jarash","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",15777,1708,"JARASH"
"7207","Refugee","TDH","Liwa Qasabat Jarash","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",8839,1708,"JARASH"
"7209","Refugee","TDH","Liwa Qasabat Jarash","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",4224,1708,"JARASH"
"7216","Refugee","TDH","Liwa Qasabat Jarash","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",3567,1708,"JARASH"
"7219","Refugee","TDH","Liwa Qasabat Jarash","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",5757,1708,"JARASH"
"7231","Refugee","IOCC","Liwa Qasabat Maan","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1709,"MAAN"
"7241","Refugee","IOCC","Liwa Qasabat Madaba","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1710,"Madaba"
"7250","Refugee","KnK","Liwa Sahab","EDU[REF3.2]Acces to Formal Education","[REF3.2.4]Enrollment in public schools","EDUCATION","direct",3415,1705,"AMMAN"
"7254","Refugee","KnK","Liwa Sahab","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",739,1705,"AMMAN"
"7257","Refugee","KnK","Liwa Sahab","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",76237,1705,"AMMAN"
"7259","Refugee","KnK","Liwa Sahab","EDU[REF3.2]Acces to Formal Education","[REF3.2.2]Mobilize Teachers","EDUCATION","direct",1354,1705,"AMMAN"
"7321","Refugee","UPP","Maan City","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",22350,1709,"MAAN"
"7328","Refugee","IR","Maan City","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",9404.8,1709,"MAAN"
"7336","Refugee","UPP","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",33525,1709,"MAAN"
"7341","Refugee","DRC","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",1e+05,1709,"MAAN"
"7349","Refugee","UPP","Maan City","PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","PROTECTION","direct",16763,1709,"MAAN"
"7362","Refugee","DRC","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",30000,1709,"MAAN"
"7368","Refugee","UPP","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",55875,1709,"MAAN"
"7377","Refugee","DRC","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",4e+05,1709,"MAAN"
"7389","Refugee","UPP","Maan City","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",27939,1709,"MAAN"
"7391","Refugee","UPP","Maan City","PROT[REF1.3]SGBV","[REF.1.3.3]Capacity of Service Providers","PROTECTION","direct",11176,1709,"MAAN"
"7399","Refugee","DRC","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",75000,1709,"MAAN"
"7400","Refugee","DRC","Maan City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",70000,1709,"MAAN"
"7408","Refugee","DRC","Maan City","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",136035,1709,"MAAN"
"7429","Refugee","Intersos","Maan Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",39040,1709,"MAAN"
"7446","Refugee","UNHCR","Maan Governorate","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","indirect",77900,1709,"MAAN"
"7449","Refugee","Intersos","Maan Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",36100,1709,"MAAN"
"7469","Refugee","JHAS","Maan Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",25000,1709,"MAAN"
"7482","Refugee","UNICEF","Maan Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","indirect",55555.5,1709,"MAAN"
"7508","Refugee","Intersos","Maan Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","direct",3100,1709,"MAAN"
"7512","Refugee","Intersos","Maan Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",1900,1709,"MAAN"
"7526","Refugee","Intersos","Maan Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",57000,1709,"MAAN"
"7528","Refugee","UNICEF","Maan Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1709,"MAAN"
"7539","Refugee","IRD","Maan Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","direct",12500,1709,"MAAN"
"7540","Refugee","Intersos","Maan Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",127500,1709,"MAAN"
"7557","Refugee","IRD","Maan Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",10625,1709,"MAAN"
"7558","Refugee","FPSC","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",930000,1709,"MAAN"
"7571","Refugee","UNICEF","Maan Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","indirect",111111.1,1709,"MAAN"
"7579","Refugee","UNICEF","Maan Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","indirect",83333,1709,"MAAN"
"7583","Refugee","Intersos","Maan Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","direct",30300,1709,"MAAN"
"7593","Refugee","UNHCR","Maan Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1162437,1709,"MAAN"
"7605","Refugee","Intersos","Maan Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",27250,1709,"MAAN"
"7608","Refugee","UNICEF","Maan Governorate","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","WASH ","indirect",113333,1709,"MAAN"
"7610","Refugee","JHAS","Maan Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","direct",41600,1709,"MAAN"
"7615","Refugee","Intersos","Maan Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",4500,1709,"MAAN"
"7640","Refugee","Intersos","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",25260,1709,"MAAN"
"7645","Refugee","UNHCR","Maan Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",275710,1709,"MAAN"
"7649","Refugee","Intersos","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",2847,1709,"MAAN"
"7666","Refugee","UNICEF","Maan Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","indirect",66666.7,1709,"MAAN"
"7667","Refugee","Intersos","Maan Governorate","PROT[REF1.3]SGBV","[REF.1.3.4]Risk of SEA reduced","PROTECTION","direct",2205,1709,"MAAN"
"7668","Refugee","IRD","Maan Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","direct",21875,1709,"MAAN"
"7681","Refugee","UNICEF","Maan Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1709,"MAAN"
"7697","Refugee","UNICEF","Maan Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","indirect",1666666.7,1709,"MAAN"
"7703","Refugee","IRD","Maan Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",25000,1709,"MAAN"
"7719","Refugee","Intersos","Maan Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",15000,1709,"MAAN"
"7722","Refugee","Intersos","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",20480,1709,"MAAN"
"7723","Refugee","UNICEF","Maan Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1709,"MAAN"
"7725","Refugee","Intersos","Maan Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",284,1709,"MAAN"
"7728","Refugee","Intersos","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",2562,1709,"MAAN"
"7736","Refugee","UNICEF","Maan Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","indirect",138181.8,1709,"MAAN"
"7739","Refugee","FPSC","Maan Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",930000,1709,"MAAN"
"7742","Refugee","UNFPA","Maan Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",6e+05,1709,"MAAN"
"7748","Refugee","Caritas","Madaba Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",43008.45,1710,"Madaba"
"7752","Refugee","Caritas","Madaba Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","EDUCATION","direct",4937.35,1710,"Madaba"
"7763","Refugee","AVSI","Madaba Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",45363,1710,"Madaba"
"7780","Refugee","ICMC","Madaba Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",16072,1710,"Madaba"
"7798","Refugee","Caritas","Madaba Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","direct",3354.5,1710,"Madaba"
"7801","Refugee","FPSC","Madaba Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.2]Rehabilitation/impairment","HEALTH","direct",930000,1710,"Madaba"
"7813","Refugee","FPSC","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",930000,1710,"Madaba"
"7815","Refugee","Caritas","Madaba Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","direct",4944,1710,"Madaba"
"7818","Refugee","AVSI","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",26638,1710,"Madaba"
"7819","Refugee","UNICEF","Madaba Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1710,"Madaba"
"7833","Refugee","Caritas","Madaba Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","direct",4746,1710,"Madaba"
"7836","Refugee","ICMC","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",25000,1710,"Madaba"
"7839","Refugee","Caritas","Madaba Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","direct",7415,1710,"Madaba"
"7849","Refugee","Caritas","Madaba Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","direct",25919.15,1710,"Madaba"
"7856","Refugee","UNHCR","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1119585,1710,"Madaba"
"7870","Refugee","UNICEF","Madaba Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","indirect",11111.1,1710,"Madaba"
"7873","Refugee","ICMC","Madaba Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",54817,1710,"Madaba"
"7874","Refugee","Caritas","Madaba Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",11550,1710,"Madaba"
"7882","Refugee","Caritas","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",16949,1710,"Madaba"
"7911","Refugee","Caritas","Madaba Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","EDUCATION","direct",439,1710,"Madaba"
"7913","Refugee","AVSI","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",1666,1710,"Madaba"
"7915","Refugee","FPSC","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",734816,1710,"Madaba"
"7916","Refugee","UNICEF","Madaba Governorate","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","WASH ","",66666.7,1710,"Madaba"
"7931","Refugee","Caritas","Madaba Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",18209.4,1710,"Madaba"
"7939","Refugee","UNICEF","Madaba Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","indirect",55555.5,1710,"Madaba"
"7940","Refugee","MPDL","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",150000,1710,"Madaba"
"7957","Refugee","UNICEF","Madaba Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","indirect",66666.7,1710,"Madaba"
"7959","Refugee","Caritas","Madaba Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.2]KG facilitators recruited","EDUCATION","direct",24237.22,1710,"Madaba"
"7971","Refugee","UNHCR","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",265546,1710,"Madaba"
"7997","Refugee","AVSI","Madaba Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",4064,1710,"Madaba"
"8028","Refugee","Caritas","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",8474,1710,"Madaba"
"8031","Refugee","AVSI","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",13833,1710,"Madaba"
"8035","Refugee","Caritas","Madaba Governorate","EDU[REF3.4]Teritiary Education","[REF3.4.4]Vocational/Skills Training","EDUCATION","direct",12510.08857,1710,"Madaba"
"8036","Refugee","Caritas","Madaba Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",423,1710,"Madaba"
"8048","Refugee","Caritas","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",25423,1710,"Madaba"
"8052","Refugee","Caritas","Madaba Governorate","FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.2]Awareness Nutr. Practices","FOOD/LIVELIHOOD","direct",11375,1710,"Madaba"
"8058","Refugee","Caritas","Madaba Governorate","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",87352,1710,"Madaba"
"8061","Refugee","FPSC","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",734816,1710,"Madaba"
"8065","Refugee","UNICEF","Madaba Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","indirect",138181.8,1710,"Madaba"
"8067","Refugee","Caritas","Madaba Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",2000,1710,"Madaba"
"8076","Refugee","Caritas","Madaba Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",1271,1710,"Madaba"
"8082","Refugee","Caritas","Madaba Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",180084.75,1710,"Madaba"
"8086","Refugee","Caritas","Madaba Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.1]Access to KG centres","EDUCATION","direct",76751.03,1710,"Madaba"
"8087","Refugee","AVSI","Madaba Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",19441,1710,"Madaba"
"8089","Refugee","UNICEF","Madaba Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","indirect",1666666.7,1710,"Madaba"
"8090","Refugee","UNICEF","Madaba Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","indirect",112222,1710,"Madaba"
"8102","Refugee","AVSI","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",65442,1710,"Madaba"
"8117","Refugee","FPSC","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",930000,1710,"Madaba"
"8120","Refugee","UNICEF","Madaba Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1710,"Madaba"
"8135","Refugee","Caritas","Madaba Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",2893,1710,"Madaba"
"8138","Refugee","ICMC","Madaba Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",12546,1710,"Madaba"
"8144","Refugee","UNICEF","Madaba Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","indirect",83333,1710,"Madaba"
"8151","Refugee","Caritas","Madaba Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",7910,1710,"Madaba"
"8164","Refugee","Caritas","Madaba Governorate","SHLT[REF2.2]Complete Housing Units","[REF2.2.1]Awareness on Housing Rights","SHELTER","direct",6160,1710,"Madaba"
"8166","Refugee","Caritas","Madaba Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",12250,1710,"Madaba"
"8167","Refugee","Caritas","Madaba Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",3389,1710,"Madaba"
"8169","Refugee","UNICEF","Madaba Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","indirect",111111.1,1710,"Madaba"
"8172","Refugee","Caritas","Madaba Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.1]Water Trucking Urban","WASH ","direct",2966,1710,"Madaba"
"8174","Refugee","Caritas","Madaba Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",42089,1710,"Madaba"
"8188","Refugee","Caritas","Madaba Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","WASH ","direct",11864,1710,"Madaba"
