"","Governorate","sector","activity","Partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"725",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNDP","Country Wide",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","direct",1,"Country Wide Intervention","%"
"726",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNDP","Country Wide",,"2016-01",5e+05,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","direct",1,"Country Wide Intervention","USD $"
"727",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","UNICEF","Country Wide",,"2016-01",1000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","indirect",1,"Country Wide Intervention","# boys"
"728",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","UNICEF","Country Wide",,"2016-01",1000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","indirect",1,"Country Wide Intervention","# girls"
"729",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.1]Community Multisector Prot","UNICEF","Country Wide",,"2016-01",20000,"Reduce Social Tensions JOR","PROTECTION","Community Multisector Prot","indirect",1,"Country Wide Intervention","# men"
"730",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNICEF","Country Wide",,"2016-01",25,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","indirect",1,"Country Wide Intervention","#"
"731",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNICEF","Country Wide",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","indirect",1,"Country Wide Intervention","%"
"732",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.2]Capaciy of Supreme/Sharia courts","UNICEF","Country Wide",,"2016-01",50000,"Efficiency of Justice services","JUSTICE","Capaciy of Supreme/Sharia courts","indirect",1,"Country Wide Intervention","USD $"
"733",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","UNICEF","Country Wide",,"2016-01",10,"Efficiency of Justice services","JUSTICE","Capacity of Judicial Council","indirect",1,"Country Wide Intervention","# female"
"734",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","UNICEF","Country Wide",,"2016-01",15,"Efficiency of Justice services","JUSTICE","Capacity of Judicial Council","indirect",1,"Country Wide Intervention","# male"
"735",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","UNICEF","Country Wide",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Capacity of Judicial Council","indirect",1,"Country Wide Intervention","%"
"736",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.3]Capacity of Judicial Council","UNICEF","Country Wide",,"2016-01",50000,"Efficiency of Justice services","JUSTICE","Capacity of Judicial Council","indirect",1,"Country Wide Intervention","USD $"
"737",,"SHLT[RES2.4]Affordable Housing","[RES2.4.1]Outreach hubs","UNHABITAT","Country Wide",,"2016-01",0,"Affordable Housing","SHELTER","Outreach hubs","direct",1,"Country Wide Intervention","%"
"738",,"SHLT[RES2.4]Affordable Housing","[RES2.4.1]Outreach hubs","UNHABITAT","Country Wide",,"2016-01",276979.165,"Affordable Housing","SHELTER","Outreach hubs","direct",1,"Country Wide Intervention","USD $"
"739",,"SHLT[RES2.4]Affordable Housing","[RES2.4.2]Info/Outreach strategy","UNHABITAT","Country Wide",,"2016-01",0,"Affordable Housing","SHELTER","Info/Outreach strategy","direct",1,"Country Wide Intervention","%"
"740",,"SHLT[RES2.4]Affordable Housing","[RES2.4.2]Info/Outreach strategy","UNHABITAT","Country Wide",,"2016-01",134679165,"Affordable Housing","SHELTER","Info/Outreach strategy","direct",1,"Country Wide Intervention","USD $"
"741",,"TRAN[1.5]Mass Transit","[RES1.5.1]Feasibility Assessment","UNOPS","Country Wide",,"2016-01",8e+05,"Mass Transit","TRANSPORT","Feasibility Assessment","direct",1,"Country Wide Intervention","USD $"
"742",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNICEF","Country Wide",,"2016-01",4000,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","indirect",1,"Country Wide Intervention","# men"
"743",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.4]Enhanced info exchange","UNDP","Country Wide",,"2016-01",1,"Efficiency of Justice services","JUSTICE","Enhanced info exchange","direct",1,"Country Wide Intervention","#"
"744",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.4]Enhanced info exchange","UNDP","Country Wide",,"2016-01",0,"Efficiency of Justice services","JUSTICE","Enhanced info exchange","direct",1,"Country Wide Intervention","%"
"745",,"FOOD/LIV[2.4]MSMEs for JOR","[RES2.4.3]MSME Coordination","UNDP","Country Wide",,"2016-01",3,"MSMEs for JOR","FOOD/LIVELIHOOD","MSME Coordination","direct",1,"Country Wide Intervention","#"
"746",,"SHLT[RES2.4]Affordable Housing","[RES2.4.4]Technical support to Municp.","UNHABITAT","Country Wide",,"2016-01",2,"Affordable Housing","SHELTER","Technical support to Municp.","direct",1,"Country Wide Intervention","#"
"747",,"SHLT[RES3.1]Housing Framework","[RES3.1.3]Policy Reforms","UNHABITAT","Country Wide",,"2016-01",2,"Housing Framework","SHELTER","Policy Reforms","direct",1,"Country Wide Intervention","#"
"748",,"SHLT[RES3.1]Housing Framework","[RES3.1.3]Policy Reforms","UNHABITAT","Country Wide",,"2016-01",0,"Housing Framework","SHELTER","Policy Reforms","direct",1,"Country Wide Intervention","%"
"749",,"SHLT[RES2.4]Affordable Housing","[RES2.4.4]Technical support to Municp.","UNHABITAT","Country Wide",,"2016-01",0,"Affordable Housing","SHELTER","Technical support to Municp.","direct",1,"Country Wide Intervention","%"
"750",,"HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","UNICEF","Country Wide",,"2016-01",20,"Primary Health Care","HEALTH","Reprod. Health",,1,"Country Wide Intervention","#"
"751",,"HLTH[RES1.1]Primary Health Care","[RES1.1.4]Reprod. Health","UNICEF","Country Wide",,"2016-01",2,"Primary Health Care","HEALTH","Reprod. Health",,1,"Country Wide Intervention","%"
"752",,"SHLT[RES2.4]Affordable Housing","[RES2.4.5]Nat. Housing entity","UNHABITAT","Country Wide",,"2016-01",332000,"Affordable Housing","SHELTER","Nat. Housing entity","direct",1,"Country Wide Intervention","USD $"
"753",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","UNDP","Country Wide",,"2016-01",750,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1,"Country Wide Intervention","WGBM HOST"
"754",,"MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Comm Infrast Services","UNHABITAT","Country Wide",,"2016-01",10,"Urban Service Delivery","MUNICIPALITY","Comm Infrast Services","direct",1,"Country Wide Intervention","#"
"755",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNDP","Country Wide",,"2016-01",1500,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","#"
"756",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNDP","Country Wide",,"2016-01",1250,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","# men"
"757",,"FOOD/LIV[2.2]Perm. Emplymt for JOR","[RES2.2.2]Job Matching/Career Guidance","UNDP","Country Wide",,"2016-01",1250,"Perm. Emplymt for JOR","FOOD/LIVELIHOOD","Job Matching/Career Guidance","direct",1,"Country Wide Intervention","# women"
"758",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","UNDP","Country Wide",,"2016-01",0,"Efficiency of Justice services","JUSTICE","ADR services","direct",1,"Country Wide Intervention","%"
"759",,"JUS[RES2.1]Efficiency of Justice services","[RES2.1.5]ADR services","UNDP","Country Wide",,"2016-01",2e+05,"Efficiency of Justice services","JUSTICE","ADR services","direct",1,"Country Wide Intervention","USD $"
"760",,"TRAN[1.3]Transpt Capacity in North","[RES1.3.1]MoT Transport Fleet","UNOPS","Country Wide",,"2016-01",50,"Transpt Capacity in North","TRANSPORT","MoT Transport Fleet","direct",1,"Country Wide Intervention","#"
"761",,"MUN[RES2.2]LDU linkages","[RES2.2.4]Vert/Horiz Accountability","UNDP","Country Wide",,"2016-01",5,"LDU linkages","MUNICIPALITY","Vert/Horiz Accountability","direct",1,"Country Wide Intervention","#"
"762",,"MUN[RES2.1]Urban Service Delivery","[RES2.1.3]Improv. Capacity of Mun","UNHABITAT","Country Wide",,"2016-01",132000,"Urban Service Delivery","MUNICIPALITY","Improv. Capacity of Mun",,1,"Country Wide Intervention","USD $"
"763",,"MUN[RES2.2]LDU linkages","[RES2.2.1]Gov. Dvpt Plans updated","UNDP","Country Wide",,"2016-01",0,"LDU linkages","MUNICIPALITY","Gov. Dvpt Plans updated","direct",1,"Country Wide Intervention","%"
"764",,"MUN[RES2.2]LDU linkages","[RES2.2.1]Gov. Dvpt Plans updated","UNDP","Country Wide",,"2016-01",1420000,"LDU linkages","MUNICIPALITY","Gov. Dvpt Plans updated","direct",1,"Country Wide Intervention","USD $"
"765",,"JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","UNDP","Country Wide",,"2016-01",3,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1,"Country Wide Intervention","#"
"766",,"JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","UNDP","Country Wide",,"2016-01",15,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1,"Country Wide Intervention","%"
"767",,"JUS[RES2.2]Improved access to legal services","[RES2.2.1]National Legal Aid System","UNDP","Country Wide",,"2016-01",3e+05,"Improved access to legal services","JUSTICE","National Legal Aid System","direct",1,"Country Wide Intervention","USD $"
"768",,"TRAN[1.1]Assessment","[RES1.1.1]Needs Assessment","UNOPS","Country Wide",,"2016-01",0,"Assessment","TRANSPORT","Needs Assessment","direct",1,"Country Wide Intervention","%"
"769",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.3]Socio-Econ Infrastructure","RI","Country Wide",,"2016-01",500,"LED and PPPs","FOOD/LIVELIHOOD","Socio-Econ Infrastructure","direct",1,"Country Wide Intervention","# men"
"770",,"MUN[RES2.2]LDU linkages","[RES2.2.3]Mun LDU staff trained","UNDP","Country Wide",,"2016-01",1564200,"LDU linkages","MUNICIPALITY","Mun LDU staff trained","direct",1,"Country Wide Intervention","USD $"
"771",,"MUN[RES2.2]LDU linkages","[RES2.2.3]Mun LDU staff trained","UNDP","Country Wide",,"2016-01",100,"LDU linkages","MUNICIPALITY","Mun LDU staff trained","direct",1,"Country Wide Intervention","#"
"772",,"MUN[RES2.2]LDU linkages","[RES2.2.4]Vert/Horiz Accountability","UNDP","Country Wide",,"2016-01",0,"LDU linkages","MUNICIPALITY","Vert/Horiz Accountability","direct",1,"Country Wide Intervention","%"
"773",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.4]Coops and Associations supported","UNDP","Country Wide",,"2016-01",618260,"LED and PPPs","FOOD/LIVELIHOOD","Coops and Associations supported","direct",1,"Country Wide Intervention","USD $"
"774",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNDP","Country Wide",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","%"
"775",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.1]Review LG response","UNDP","Country Wide",,"2016-01",0,"Local Public Sector Services","MUNICIPALITY","Review LG response","direct",1,"Country Wide Intervention","%"
"776",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.1]Review LG response","UNDP","Country Wide",,"2016-01",850000,"Local Public Sector Services","MUNICIPALITY","Review LG response","direct",1,"Country Wide Intervention","USD $"
"777",,"TRAN[1.4]Transpt Capacity in North","[RES1.4.1]Passenger Terminals","UNOPS","Country Wide",,"2016-02",0,"Transpt Capacity in North","TRANSPORT","Passenger Terminals","direct",1,"Country Wide Intervention","%"
"778",,"MUN[RES1.1]Non-SW delivery","[RES1.1.3]Storm water culverts","UNDP","Country Wide",,"2016-01",3900000,"Non-SW delivery","MUNICIPALITY","Storm water culverts","direct",1,"Country Wide Intervention","USD $"
"779",,"PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","UNWOMEN","Country Wide",,"2016-01",150000,"SGBV for JOR","PROTECTION","Community engagement for JOR","direct",1,"Country Wide Intervention","USD $"
"780",,"TRAN[1.5]Mass Transit","[RES1.5.1]Feasibility Assessment","UNOPS","Country Wide",,"2016-01",0,"Mass Transit","TRANSPORT","Feasibility Assessment","direct",1,"Country Wide Intervention","%"
"781",,"PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","UNICEF","Country Wide",,"2016-01",100,"SGBV for JOR","PROTECTION","Community engagement for JOR","indirect",1,"Country Wide Intervention","# girls"
"782",,"PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","UNICEF","Country Wide",,"2016-01",200,"SGBV for JOR","PROTECTION","Community engagement for JOR","indirect",1,"Country Wide Intervention","# men"
"783",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.3]SOPs for core functions","UNDP","Country Wide",,"2016-01",16,"Local Public Sector Services","MUNICIPALITY","SOPs for core functions","direct",1,"Country Wide Intervention","#"
"784",,"SHLT[RES2.4]Affordable Housing","[RES2.4.3]Affordable Housing units","UNHABITAT","Country Wide",,"2016-01",0,"Affordable Housing","SHELTER","Affordable Housing units","direct",1,"Country Wide Intervention","%"
"785",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.4]Legal Frmwk for investment","UNDP","Country Wide",,"2016-01",0,"Local Public Sector Services","MUNICIPALITY","Legal Frmwk for investment","direct",1,"Country Wide Intervention","%"
"786",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNDP","Country Wide",,"2016-01",20000,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","# male"
"787",,"MUN[RES3.3]Urban Financing","[RES3.3.4]Local investment plans / PPP","UNHABITAT","Country Wide",,"2016-01",1261616,"Urban Financing","MUNICIPALITY","Local investment plans / PPP","direct",1,"Country Wide Intervention","USD $"
"788",,"MUN[RES3.3]Urban Financing","[RES3.3.1]Awarenesss and outreach teams","UNHABITAT","Country Wide",,"2016-01",0,"Urban Financing","MUNICIPALITY","Awarenesss and outreach teams","direct",1,"Country Wide Intervention","%"
"789",,"MUN[RES3.1]Local Public Sector Services","[RES3.1.4]Legal Frmwk for investment","UNDP","Country Wide",,"2016-01",2e+05,"Local Public Sector Services","MUNICIPALITY","Legal Frmwk for investment","direct",1,"Country Wide Intervention","USD $"
"790",,"SHLT[RES2.4]Affordable Housing","[RES2.4.4]Technical support to Municp.","UNHABITAT","Country Wide",,"2016-01",200979.165,"Affordable Housing","SHELTER","Technical support to Municp.","direct",1,"Country Wide Intervention","USD $"
"791",,"SHLT[RES2.4]Affordable Housing","[RES2.4.5]Nat. Housing entity","UNHABITAT","Country Wide",,"2016-01",0,"Affordable Housing","SHELTER","Nat. Housing entity","direct",1,"Country Wide Intervention","%"
"792",,"SHLT[RES2.4]Affordable Housing","[RES2.4.5]Nat. Housing entity","UNHABITAT","Country Wide",,"2016-01",3,"Affordable Housing","SHELTER","Nat. Housing entity","direct",1,"Country Wide Intervention","#"
"793",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNWOMEN","Country Wide",,"2016-01",846840,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","USD $"
"794",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Govt Capacity","UNDP","Country Wide",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Govt Capacity",,1,"Country Wide Intervention","%"
"795",,"MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","UNDP","Country Wide",,"2016-01",1000,"Non-SW delivery","MUNICIPALITY","New Solar Farm","direct",1,"Country Wide Intervention","#"
"796",,"FOOD/LIV[3.1]Farm Households","[RES3.1.1]New technologies","FAO","Country Wide",,"2016-01",0,"Farm Households","FOOD/LIVELIHOOD","New technologies","indirect",1,"Country Wide Intervention","%"
"797",,"MUN[RES3.2]Mun. Systems","[RES3.2.3]Property Tax colleciton","UNDP","Country Wide",,"2016-01",50,"Mun. Systems","MUNICIPALITY","Property Tax colleciton","direct",1,"Country Wide Intervention","Y/N"
"798",,"MUN[RES3.2]Mun. Systems","[RES3.2.4]CCGPs","UNDP","Country Wide",,"2016-01",15,"Mun. Systems","MUNICIPALITY","CCGPs","direct",1,"Country Wide Intervention","#"
"799",,"MUN[RES3.3]Urban Financing","[RES3.3.4]Local investment plans / PPP","UNHABITAT","Country Wide",,"2016-01",0,"Urban Financing","MUNICIPALITY","Local investment plans / PPP","direct",1,"Country Wide Intervention","%"
"800",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNICEF","Country Wide",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","indirect",1,"Country Wide Intervention","%"
"801",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNICEF","Country Wide",,"2016-01",1500000,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","indirect",1,"Country Wide Intervention","USD $"
"802",,"MUN[RES3.3]Urban Financing","[RES3.3.1]Awarenesss and outreach teams","UNHABITAT","Country Wide",,"2016-01",161160,"Urban Financing","MUNICIPALITY","Awarenesss and outreach teams","direct",1,"Country Wide Intervention","USD $"
"803",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","WVI","Country Wide",,"2015-10",48820,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","USD $"
"804",,"MUN[RES3.3]Urban Financing","[RES3.3.2]Trainings on credit rating methodol","UNHABITAT","Country Wide",,"2016-01",55,"Urban Financing","MUNICIPALITY","Trainings on credit rating methodol","direct",1,"Country Wide Intervention","#"
"805",,"MUN[RES3.3]Urban Financing","[RES3.3.2]Trainings on credit rating methodol","UNHABITAT","Country Wide",,"2016-01",5,"Urban Financing","MUNICIPALITY","Trainings on credit rating methodol","direct",1,"Country Wide Intervention","#"
"806",,"MUN[RES1.1]Non-SW delivery","[RES1.1.1]Roads maintained","UNDP","Country Wide",,"2016-01",1,"Non-SW delivery","MUNICIPALITY","Roads maintained","direct",1,"Country Wide Intervention","#"
"807",,"MUN[RES3.3]Urban Financing","[RES3.3.2]Trainings on credit rating methodol","UNHABITAT","Country Wide",,"2016-01",353662,"Urban Financing","MUNICIPALITY","Trainings on credit rating methodol","direct",1,"Country Wide Intervention","USD $"
"808",,"MUN[RES3.3]Urban Financing","[RES3.3.3]ICT integrated finanical systems","UNHABITAT","Country Wide",,"2016-01",15,"Urban Financing","MUNICIPALITY","ICT integrated finanical systems","direct",1,"Country Wide Intervention","#"
"809",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.1]Services for Elderly","UNDP","Country Wide",,"2016-01",1400000,"Soc Prot Services JOR","PROTECTION","Services for Elderly","direct",1,"Country Wide Intervention","USD $"
"810",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.4]Persons with Disabilities","UNDP","Country Wide",,"2016-01",2,"Soc Prot Services JOR","PROTECTION","Persons with Disabilities","direct",1,"Country Wide Intervention","#"
"811",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNICEF","Country Wide",,"2016-01",20000,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","indirect",1,"Country Wide Intervention","# female"
"812",,"SHLT[RES2.4]Affordable Housing","[RES2.4.3]Affordable Housing units","UNHABITAT","Country Wide",,"2016-01",549958,"Affordable Housing","SHELTER","Affordable Housing units","direct",1,"Country Wide Intervention","USD $"
"813",,"MUN[RES1.2]SWM","[RES1.2.1]Equipment purchased","UNOPS","Country Wide",,"2016-02",15,"SWM","MUNICIPALITY","Equipment purchased","direct",1,"Country Wide Intervention","Y/N"
"814",,"HLTH[RES1.1]Primary Health Care","[RES1.1.5]Mental Health","WHO","Country Wide",,"2016-01",3e+05,"Primary Health Care","HEALTH","Mental Health","direct",1,"Country Wide Intervention","USD $"
"815",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNWOMEN","Country Wide",,"2016-01",100,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","# male"
"816",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.3]Youth Civic Engagement","UNWOMEN","Country Wide",,"2016-01",0,"Reduce Social Tensions JOR","PROTECTION","Youth Civic Engagement","direct",1,"Country Wide Intervention","%"
"817",,"MUN[RES1.1]Non-SW delivery","[RES1.1.3]Storm water culverts","UNDP","Country Wide",,"2016-01",0,"Non-SW delivery","MUNICIPALITY","Storm water culverts","direct",1,"Country Wide Intervention","%"
"818",,"FOOD/LIV[3.3]Agric Tech","[RES3.3.2]Increase capacity of MoA","FAO","Country Wide",,"2016-01",2000,"Agric Tech","FOOD/LIVELIHOOD","Increase capacity of MoA","indirect",1,"Country Wide Intervention","#"
"819",,"FOOD/LIV[3.4]Restoring Pastoral Liv.","[RES3.4.1]Harvesting/Range Mngt","UNDP","Country Wide",,"2016-01",2,"Restoring Pastoral Liv.","FOOD/LIVELIHOOD","Harvesting/Range Mngt","direct",1,"Country Wide Intervention","#"
"820",,"PROT[RES1.1]SGBV for JOR","[RES1.1.1]Community engagement for JOR","UNICEF","Country Wide",,"2016-01",100,"SGBV for JOR","PROTECTION","Community engagement for JOR","indirect",1,"Country Wide Intervention","# boys"
"821",,"TRAN[1.4]Transpt Capacity in North","[RES1.4.1]Passenger Terminals","UNOPS","Country Wide",,"2016-02",3,"Transpt Capacity in North","TRANSPORT","Passenger Terminals","direct",1,"Country Wide Intervention","#"
"822",,"MUN[RES2.1]Urban Service Delivery","[RES2.1.2]Rapid city profiles","UNHABITAT","Country Wide",,"2016-01",1333756,"Urban Service Delivery","MUNICIPALITY","Rapid city profiles","direct",1,"Country Wide Intervention","USD $"
"823",,"MUN[RES1.2]SWM","[RES1.2.4]Waster segregation pilots","UNDP","Country Wide",,"2016-01",2000,"SWM","MUNICIPALITY","Waster segregation pilots","direct",1,"Country Wide Intervention","#"
"824",,"SHLT[RES2.4]Affordable Housing","[RES2.4.2]Info/Outreach strategy","UNHABITAT","Country Wide",,"2016-01",1,"Affordable Housing","SHELTER","Info/Outreach strategy","direct",1,"Country Wide Intervention","Y/N"
"825",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","UNDP","Country Wide",,"2016-01",0,"LED and PPPs","FOOD/LIVELIHOOD","LED implement  LDPs","direct",1,"Country Wide Intervention","%"
"826",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.4]Persons with Disabilities","UNDP","Country Wide",,"2016-01",4900000,"Soc Prot Services JOR","PROTECTION","Persons with Disabilities","direct",1,"Country Wide Intervention","USD $"
"827",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.5]Addiction Rehab.","UNDP","Country Wide",,"2016-01",75,"Soc Prot Services JOR","PROTECTION","Addiction Rehab.","direct",1,"Country Wide Intervention","# female"
"828",,"HLTH[RES2.1]2ndary / Tertiary","[RES2.1.5]Comprehensive Women","UNICEF","Country Wide",,"2016-01",8,"2ndary / Tertiary","HEALTH","Comprehensive Women","indirect",1,"Country Wide Intervention","#"
"829",,"HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","WHO","Country Wide",,"2016-01",0,"Primary Health Care","HEALTH","NCDs","direct",1,"Country Wide Intervention","%"
"830",,"HLTH[RES1.1]Primary Health Care","[RES1.1.1]NCDs","WHO","Country Wide",,"2016-01",1250000,"Primary Health Care","HEALTH","NCDs","direct",1,"Country Wide Intervention","USD $"
"831",,"MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","UNDP","Country Wide",,"2016-01",350000,"SWM","MUNICIPALITY","Capacity building progs.","direct",1,"Country Wide Intervention","USD $"
"832",,"MUN[RES1.2]SWM","[RES1.2.2]Capacity building progs.","UNDP","Country Wide",,"2016-01",40,"SWM","MUNICIPALITY","Capacity building progs.","direct",1,"Country Wide Intervention","#"
"833",,"PROT[RES1.1]SGBV for JOR","[RES1.1.3]Capacity of Service Providers","UNWOMEN","Country Wide",,"2016-01",0,"SGBV for JOR","PROTECTION","Capacity of Service Providers","direct",1,"Country Wide Intervention","%"
"834",,"WASH[RES2.1]Wastewater","[RES2.1.1]WW collection/treatment","WVI","Country Wide",,"2015-10",100,"Wastewater","WASH","WW collection/treatment","direct",1,"Country Wide Intervention","%"
"835",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.1]Services for Elderly","UNDP","Country Wide",,"2016-01",0,"Soc Prot Services JOR","PROTECTION","Services for Elderly","direct",1,"Country Wide Intervention","%"
"836",,"MUN[RES1.1]Non-SW delivery","[RES1.1.5]New Solar Farm","UNDP","Country Wide",,"2016-01",1,"Non-SW delivery","MUNICIPALITY","New Solar Farm","direct",1,"Country Wide Intervention","#"
"837",,"FOOD/LIV[2.5]LED and PPPs","[RES2.5.1]LED implement  LDPs","UNDP","Country Wide",,"2016-01",20,"LED and PPPs","FOOD/LIVELIHOOD","LED implement  LDPs","direct",1,"Country Wide Intervention","#"
"838",,"PROT[RES1.4]Soc Prot Services JOR","[RES1.4.4]Persons with Disabilities","UNDP","Country Wide",,"2016-01",0,"Soc Prot Services JOR","PROTECTION","Persons with Disabilities","direct",1,"Country Wide Intervention","%"
"839",,"SHLT[RES2.4]Affordable Housing","[RES2.4.3]Affordable Housing units","UNHABITAT","Country Wide",,"2016-01",100,"Affordable Housing","SHELTER","Affordable Housing units","direct",1,"Country Wide Intervention","#"
"840",,"PROT[RES1.3]Reduce Social Tensions JOR","[RES1.3.2] Social Tensions Projects JOR","UNICEF","Country Wide",,"2016-01",4000,"Reduce Social Tensions JOR","PROTECTION"," Social Tensions Projects JOR","indirect",1,"Country Wide Intervention","# women"
"841",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNOPS","Country Wide",,"2016-01",10,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"842",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",1,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"843",,"MUN[RES1.2]SWM","[RES1.2.3]SW treatment cells","UNDP","Country Wide",,"2016-01",2,"SWM","MUNICIPALITY","SW treatment cells","direct",1,"Country Wide Intervention","#"
"844",,"SHLT[RES2.4]Affordable Housing","[RES2.4.1]Outreach hubs","UNHABITAT","Country Wide",,"2016-01",4,"Affordable Housing","SHELTER","Outreach hubs","direct",1,"Country Wide Intervention","#"
"845",,"PROT[RES1.1]SGBV for JOR","[RES1.1.2]Multi-sector for JOR","UNFPA","Country Wide",,"2016-01",75,"SGBV for JOR","PROTECTION","Multi-sector for JOR","indirect",1,"Country Wide Intervention","# women"
