"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"4529","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Irbid Governorate",,"2016-12",721.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1707,"Irbid","#"
"4530","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","Caritas","Irbid Governorate",,"2016-12",1683.5,"Essential Primary Health Care","HEALTH","Comm. Disease Mngt / EPI services","direct",1707,"Irbid","#"
"4531","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNICEF","Irbid Governorate",,"2016-12",9303,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4532","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","UNFPA","Irbid Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Emergency Obstetric Care","indirect",1707,"Irbid","%"
"4533","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","Intersos","Irbid Governorate",,"2016-12",420,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","# HH"
"4534","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","OXFAM","Irbid Governorate",,"2016-12",1e+05,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","USD $"
"4535","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","OXFAM","Irbid Governorate",,"2016-12",54,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# women"
"4536","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","OXFAM","Irbid Governorate",,"2016-12",58,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# women"
"4537","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",70,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4538","Irbid","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","Intersos","Irbid Governorate",,"2016-12",515,"Sanitation in Urban","WASH ","Sanitation improv. In urban","direct",1707,"Irbid","# of boys"
"4539","Irbid","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Irbid Governorate",,"2016-12",250,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1707,"Irbid","# of girls"
"4540","Irbid","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Irbid Governorate",,"2016-12",15000,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1707,"Irbid","USD $"
"4541","Irbid","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","Caritas","Irbid Governorate",,"2016-12",56,"Alternative Education","EDUCATION","Informal Education","direct",1707,"Irbid","# of boys"
"4542","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Irbid Governorate",,"2016-12",2533,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4543","Irbid","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","NRC","Irbid Governorate",,"2016-12",0,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1707,"Irbid","# girls"
"4544","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",70,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4545","Irbid","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WVI","Irbid Governorate",,"2016-12",11324,"Water Repair/Ext","WASH ","Repair/Ext Urban","direct",1707,"Irbid","# of HH"
"4546","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",140,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","# boys"
"4547","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Irbid Governorate",,"2016-12",19,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4548","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","IRC","Irbid Governorate",,"2016-12",80,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# girls"
"4549","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","SCI","Irbid Governorate",,"2016-12",15,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# women"
"4550","Irbid","WASH [REF1.5]Water Conservation","[REF1.5.2]Reuse of wastewater ","ACF","Irbid Governorate",,"2016-12",0,"Water Conservation","WASH ","Reuse of wastewater ","direct",1707,"Irbid","%"
"4551","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Irbid Governorate",,"2016-12",2062,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","# women"
"4552","Irbid","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","ICMC","Irbid Governorate",,"2016-12",197,"Cash for Rent","SHELTER","Cash for Rent","direct",1707,"Irbid","# men"
"4553","Irbid","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","ICMC","Irbid Governorate",,"2016-12",48,"Cash for Rent","SHELTER","Cash for Rent","direct",1707,"Irbid","%"
"4554","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",72,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4555","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IRC","Irbid Governorate",,"2016-12",37190,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","$"
"4556","Irbid","FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.2]Awareness Nutr. Practices","Caritas","Irbid Governorate",,"2016-12",0,"Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Awareness Nutr. Practices","direct",1707,"Irbid","%"
"4557","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",1163,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4558","Irbid","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Irbid Governorate",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","direct",1707,"Irbid","# boys"
"4559","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# girls"
"4560","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",50,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","%"
"4561","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",305,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# men"
"4562","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.5]IYCF practices promoted","MEDAIR","Irbid Governorate",,"2016-12",1735,"Essential Primary Health Care","HEALTH","IYCF practices promoted","direct",1707,"Irbid","#"
"4563","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.2]Schools etc Hygi promotion","UNICEF","Irbid Governorate",,"2016-12",3375,"Hygiene in Urban","WASH ","Schools etc Hygi promotion","indirect",1707,"Irbid","# of boys"
"4564","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# women"
"4565","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# men"
"4566","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Irbid Governorate",,"2016-12",17424,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# women"
"4567","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",471,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# girls"
"4568","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# boys"
"4569","Irbid","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","Caritas","Irbid Governorate",,"2016-12",5357,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1707,"Irbid","USD $"
"4570","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",1098,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# girls"
"4571","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","IRC","Irbid Governorate",,"2016-12",250,"Essential Primary Health Care","HEALTH","Reproductive Health Services","direct",1707,"Irbid","#"
"4572","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Intersos","Irbid Governorate",,"2016-12",221,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4573","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Intersos","Irbid Governorate",,"2016-12",35,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4574","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","UNICEF","Irbid Governorate",,"2016-12",9303,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4575","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# men"
"4576","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Irbid Governorate",,"2016-05",250,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4577","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# men"
"4578","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# boys"
"4579","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","Intersos","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","# girls"
"4580","Irbid","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","Intersos","Irbid Governorate",,"2016-12",515,"Sanitation in Urban","WASH ","Sanitation improv. In urban","direct",1707,"Irbid","# of women"
"4581","Irbid","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","Intersos","Irbid Governorate",,"2016-12",242400,"Sanitation in Urban","WASH ","Sanitation improv. In urban","direct",1707,"Irbid","USD $"
"4582","Irbid","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","WarChild UK","Irbid Governorate",,"2016-12",250,"Safe, Violence Free Envirn","EDUCATION","Social Cohesion","direct",1707,"Irbid","# of girls"
"4583","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IOM","Irbid Governorate",,"2016-12",900,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# men"
"4584","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IOM","Irbid Governorate",,"2016-12",900,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# women"
"4585","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","Intersos","Irbid Governorate",,"2016-12",762,"Hygiene in Urban","WASH ","Hygiene promotion","direct",1707,"Irbid","# of men"
"4586","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Irbid Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1707,"Irbid","#"
"4587","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Irbid Governorate",,"2016-12",200,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# women"
"4588","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Irbid Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1707,"Irbid","#"
"4589","Irbid","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","NRC","Irbid Governorate",,"2016-12",1434,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1707,"Irbid","# of women"
"4590","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","SCI","Irbid Governorate",,"2016-12",100,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","%"
"4591","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","SCI","Irbid Governorate",,"2016-12",168,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# girls"
"4592","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Irbid Governorate",,"2016-12",2315,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# men"
"4593","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IOM","Irbid Governorate",,"2016-12",90,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# MHH"
"4594","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",408,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4595","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ACF","Irbid Governorate",,"2016-12",960,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# women"
"4596","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","JHAS","Irbid Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1707,"Irbid","%"
"4597","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",408,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4598","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","ACF","Irbid Governorate",,"2016-12",125,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# women"
"4599","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IRC","Irbid Governorate",,"2016-12",15,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# FHH"
"4600","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","CARE","Irbid Governorate",,"2016-12",1050,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4601","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Irbid Governorate",,"2016-12",250,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# women"
"4602","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",616666,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","$"
"4603","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","JHAS","Irbid Governorate",,"2016-12",41600,"Secondary/Tertiary Care","HEALTH","Emergency Obstetric Care","direct",1707,"Irbid","$"
"4604","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IRC","Irbid Governorate",,"2016-12",35,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# FHH"
"4605","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNHCR","Irbid Governorate",,"2016-12",20822,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# boys"
"4606","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","TDH","Irbid Governorate",,"2016-12",7,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# women"
"4607","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",175,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4608","Irbid","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Irbid Governorate",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","indirect",1707,"Irbid","# boys"
"4609","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",175,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4610","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","FPSC","Irbid Governorate",,"2016-12",38,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","#"
"4611","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","TDH","Irbid Governorate",,"2016-12",4224,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","USD $"
"4612","Irbid","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","MEDAIR","Irbid Governorate",,"2016-12",1,"Integrated Community Intervs.","HEALTH","Community Mental Hlth services","direct",1707,"Irbid","#"
"4613","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# girls"
"4614","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","UNFPA","Irbid Governorate",,"2016-12",1e+05,"Secondary/Tertiary Care","HEALTH","Emergency Obstetric Care","indirect",1707,"Irbid","$"
"4615","Irbid","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","UNICEF","Irbid Governorate",,"2016-12",0,"Services in urban access to water","WASH ","Schools etc access Water","indirect",1707,"Irbid","%"
"4616","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","UNICEF","Irbid Governorate",,"2016-12",31019,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# girls"
"4617","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","UNICEF","Irbid Governorate",,"2016-12",2875,"Hygiene in Urban","WASH ","Hygiene promotion","indirect",1707,"Irbid","# of men"
"4618","Irbid","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","UNICEF","Irbid Governorate",,"2016-12",11250,"Services in urban access to water","WASH ","Schools etc access Water","indirect",1707,"Irbid","# of girls"
"4619","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Irbid Governorate",,"2016-12",1498,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4620","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","Intersos","Irbid Governorate",,"2016-12",0,"Hygiene in Urban","WASH ","Hygiene promotion","direct",1707,"Irbid","%"
"4621","Irbid","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","Caritas","Irbid Governorate",,"2016-12",219689.1,"Alternative Education","EDUCATION","Informal Education","direct",1707,"Irbid","USD $"
"4622","Irbid","JUS[REF1.1]Refugee Legal Assistance","[REF1.1.1]Access to Legal Assistance","Caritas","Irbid Governorate",,"2016-12",60,"Refugee Legal Assistance","JUS","Access to Legal Assistance","direct",1707,"Irbid","# women"
"4623","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",880000,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","USD $"
"4624","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ACF","Irbid Governorate",,"2016-12",615,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4625","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ACF","Irbid Governorate",,"2016-12",490,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4626","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",70,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4627","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Irbid Governorate",,"2016-12",31189,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1707,"Irbid","# boys"
"4628","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",726,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4629","Irbid","PROT[REF1.1]Refugee Rights Respected","[REF1.1.3] Civil Status Documentation","NRC","Irbid Governorate",,"2016-12",2000,"Refugee Rights Respected","PROTECTION"," Civil Status Documentation","direct",1707,"Irbid","# men"
"4630","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","WFP","Irbid Governorate",,"2016-12",29430,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","indirect",1707,"Irbid","# girls"
"4631","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Irbid Governorate",,"2016-12",22.7,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4632","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","%"
"4633","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",320,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4634","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ACF","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","%"
"4635","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",10,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4636","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Mercy Corps","Irbid Governorate",,"2016-12",67500,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","USD $"
"4637","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IOM","Irbid Governorate",,"2016-12",1800,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# girls"
"4638","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ACF","Irbid Governorate",,"2016-12",7,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# women"
"4639","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ACF","Irbid Governorate",,"2016-12",2,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# men"
"4640","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Intersos","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# boys"
"4641","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Intersos","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","%"
"4642","Irbid","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","UNHCR","Irbid Governorate",,"2016-12",0,"Child Protection","PROTECTION","Access Multi-Sector services","direct",1707,"Irbid","# girls"
"4643","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Intersos","Irbid Governorate",,"2016-12",210,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# women"
