,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,Value,Units,location,region,poptype
3645,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1450,# of benef,Campwide,North,Camp
3657,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,810,# of benef,Campwide,North,Camp
3664,PROTECTION,1/2/2015,Child Protection,REF4,# # in child labour provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,8,# of benef,Campwide,North,Camp
3665,PROTECTION,1/1/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,# of benef,Campwide,North,Camp
3684,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,3396,# of benef,Campwide,North,Camp
3687,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Women,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1507,# of benef,Campwide,North,Camp
3703,PROTECTION,1/2/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,4,# of benef,Campwide,North,Camp
3744,PROTECTION,1/2/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,# of benef,Campwide,North,Camp
3748,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Girls (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Girls,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,20,# of benef,District 10,North,Camp
3749,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Girls (Age 0-17) receiving assistive tools,Zaatari Camp,Girls,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,# of benef,District 10,North,Camp
3750,PROTECTION,1/1/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Boys (Age 0-17) benefiting from legal information, counseling and /or representation",Zaatari Camp,Boys,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,3,# of benef,Campwide,North,Camp
3815,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,4211,# of benef,Campwide,North,Camp
3817,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1000,# of benef,Campwide,North,Camp
3832,PROTECTION,1/2/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,5,# of benef,Campwide,North,Camp
3833,PROTECTION,1/1/2015,Child Protection,REF4,# # of SC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of SC provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,2,# of benef,Campwide,North,Camp
3851,PROTECTION,1/1/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Boys,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,26,# of benef,Campwide,North,Camp
3863,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,513,# of benef,Campwide,North,Camp
3864,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Women,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,191,# of benef,Campwide,North,Camp
3868,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Boys (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Boys,HI,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,41,# of benef,Campwide,North,Camp
3871,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Women (Age 18 and above) receiving assistive tools,Zaatari Camp,Women,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,13,# of benef,District 10,North,Camp
3872,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Women (Age 18 and above) participating in information sessions or receiving information about services,Zaatari Camp,Women,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,46,# of benef,Campwide,North,Camp
3873,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Boys (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Boys,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,35,# of benef,Campwide,North,Camp
3874,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Men (Age 18 and above) participating in information sessions or receiving information about services,Zaatari Camp,Men,HI,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,56,# of benef,Campwide,North,Camp
3899,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,3180,# of benef,Campwide,North,Camp
3908,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,MC,Camp    - ,Indirect appeal,UNICEF,Yes,204,# of benef,Campwide,North,Camp
3910,PROTECTION,1/2/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,2,# of benef,Campwide,North,Camp
3912,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,MC,Camp    - ,Indirect appeal,UNICEF,Yes,55,# of benef,Campwide,North,Camp
3936,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1516,# of benef,Campwide,North,Camp
3937,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1510,# of benef,Campwide,North,Camp
3944,PROTECTION,1/2/2015,SGBV Prevention & Response,REF3,"# SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services","Camps Syrian Girls (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,39,# of benef,Campwide,North,Camp
3945,PROTECTION,1/2/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,5,# of benef,Campwide,North,Camp
3971,PROTECTION,1/1/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Girls,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,22,# of benef,Campwide,North,Camp
3990,PROTECTION,1/1/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Girls (Age 0-17) benefiting from legal information, counseling and /or representation",Zaatari Camp,Girls,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,11,# of benef,Campwide,North,Camp
3995,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Boys (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Boys,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,50,# of benef,Campwide,North,Camp
3996,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Girls (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Girls,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,42,# of benef,Campwide,North,Camp
4032,PROTECTION,1/2/2015,Child Protection,REF4,# # of other child protection cases provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of other child protection cases provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,8,# of benef,Campwide,North,Camp
4063,PROTECTION,1/2/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Boys,IRC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,13,# of benef,Campwide,North,Camp
4064,PROTECTION,1/2/2015,SGBV Prevention & Response,REF3,"# SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services","Camps Syrian Boys (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,20,# of benef,Campwide,North,Camp
4065,PROTECTION,1/2/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Girls,IRC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,5,# of benef,Campwide,North,Camp
4068,PROTECTION,1/1/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,7,# of benef,Campwide,North,Camp
4080,PROTECTION,1/1/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,25,# of benef,Campwide,North,Camp
4103,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,3493,# of benef,Campwide,North,Camp
4116,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Men (Age 18 and above) receiving assistive tools,Zaatari Camp,Men,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,9,# of benef,District 10,North,Camp
4123,PROTECTION,1/1/2015,SGBV Prevention & Response,REF3,"# sensitized on SGBV issues, services available and referral pathways","Camps Syrian Men (Age 18 and above) sensitized on SGBV issues, services available and referral pathways",Zaatari Camp,Men,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,4,# of benef,Campwide,North,Camp
4149,PROTECTION,1/1/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,2,# of benef,Campwide,North,Camp
4150,PROTECTION,1/1/2015,Child Protection,REF4,# # in child labour provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # in child labour provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,2,# of benef,Campwide,North,Camp
4151,PROTECTION,1/2/2015,Child Protection,REF4,# children with disabilities provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) children with disabilities provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,1,# of benef,Campwide,North,Camp
4158,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Women (Age 18 and above) receiving assistive tools,Zaatari Camp,Women,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,10,# of benef,District 10,North,Camp
4159,PROTECTION,1/2/2015,Child Protection,REF4,# # of other child protection cases provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,13,# of benef,Campwide,North,Camp
4160,PROTECTION,1/1/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,20,# of benef,Campwide,North,Camp
4185,PROTECTION,1/1/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Girls,IRC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,1,# of benef,Campwide,North,Camp
4188,PROTECTION,1/1/2015,SGBV Prevention & Response,REF3,"# SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services","Camps Syrian Boys (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,24,# of benef,Campwide,North,Camp
4189,PROTECTION,1/1/2015,SGBV Prevention & Response,REF3,"# SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services","Camps Syrian Girls (Age 0-17) SGBV Survivors benefiting from timely safe, confidential and survivor centered case management and multisectoral services",Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,46,# of benef,Campwide,North,Camp
4198,PROTECTION,1/1/2015,Child Protection,REF4,# # of other child protection cases provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of other child protection cases provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,19,# of benef,Campwide,North,Camp
4199,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Girls (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Girls,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,15,# of benef,District 10,North,Camp
4222,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,93,# of benef,Campwide,North,Camp
4223,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Women,SCI,Camp    - ,Indirect appeal,UNICEF,Yes,20,# of benef,Campwide,North,Camp
4234,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Girls (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Girls,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,22,# of benef,Campwide,North,Camp
4236,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Boys (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Boys,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,26,# of benef,Campwide,North,Camp
4244,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Women,LWF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,93,# of benef,District 5,North,Camp
4273,PROTECTION,1/2/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,18,# of benef,Campwide,North,Camp
4276,PROTECTION,1/1/2015,Child Protection,REF4,# # in child labour provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,14,# of benef,Campwide,North,Camp
4283,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Boys (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Boys,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,10,# of benef,District 10,North,Camp
4309,PROTECTION,1/1/2015,Child Protection,REF4,# # of UAC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of UAC provided with multi-sectoral services,Zaatari Camp,Boys,IRC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,8,# of benef,Campwide,North,Camp
4324,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Girls (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Girls,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,18,# of benef,Campwide,North,Camp
4353,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Boys (Age 0-17) participating in information sessions or receiving information about services,Zaatari Camp,Boys,HI,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,54,# of benef,Campwide,North,Camp
4354,PROTECTION,1/1/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Women (Age 18 and above) benefiting from legal information, counseling and /or representation",Zaatari Camp,Women,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,167,# of benef,Campwide,North,Camp
4361,PROTECTION,1/2/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Boys (Age 0-17) benefiting from legal information, counseling and /or representation",Zaatari Camp,Boys,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,6,# of benef,Campwide,North,Camp
4390,PROTECTION,1/2/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,14,# of benef,Campwide,North,Camp
4391,PROTECTION,1/2/2015,Child Protection,REF4,# # in child labour provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,6,# of benef,Campwide,North,Camp
4406,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Women (Age 18 and above) participating in information sessions or receiving information about services,Zaatari Camp,Women,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,46,# of benef,Campwide,North,Camp
4436,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving rehabilitation sessions and counselling,Camps Syrian Boys (Age 0-17) receiving rehabilitation sessions and counselling,Zaatari Camp,Boys,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,16,# of benef,District 10,North,Camp
4443,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,UNWOMEN,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,# of benef,District 4,North,Camp
4447,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Men (Age 18 and above) participating in information sessions or receiving information about services,Zaatari Camp,Men,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,42,# of benef,Campwide,North,Camp
4462,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNICEF,Yes,363,# of benef,Campwide,North,Camp
4475,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Boys (Age 0-17) receiving assistive tools,Zaatari Camp,Boys,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,8,# of benef,District 10,North,Camp
4487,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,LWF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,107,# of benef,District 5,North,Camp
4497,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Women (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Women,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,4,# of benef,Campwide,North,Camp
4508,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,LWF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,125,# of benef,District 5,North,Camp
4515,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,MC,Camp    - ,Indirect appeal,UNICEF,Yes,43,# of benef,Campwide,North,Camp
4517,PROTECTION,1/2/2015,Justice (Resilience ),RES6,"# benefiting from legal information, counseling and /or representation","Camps Syrian Men (Age 18 and above) benefiting from legal information, counseling and /or representation",Zaatari Camp,Men,ARDD-LA,Camp    - ,Indirect appeal,UNHCR,No,214,# of benef,Campwide,North,Camp
4524,PROTECTION,1/1/2015,Child Protection,REF4,# # of SC provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # of SC provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,3,# of benef,Campwide,North,Camp
4532,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Boys (Age 0-17) receiving assistive tools,Zaatari Camp,Boys,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,6,# of benef,District 10,North,Camp
4560,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNICEF,Yes,197,# of benef,Campwide,North,Camp
4562,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF23,# receiving assistive tools,Camps Syrian Men (Age 18 and above) receiving assistive tools,Zaatari Camp,Men,FPSC,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,15,# of benef,District 10,North,Camp
4590,PROTECTION,1/1/2015,Child Protection,REF4,# # in child labour provided with multi-sectoral services,Camps Syrian Boys (Age 0-17) # in child labour provided with multi-sectoral services,Zaatari Camp,Boys,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,4,# of benef,Campwide,North,Camp
4591,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Men (Age 18 and above) accessing PSS services (level 2 & 3),Zaatari Camp,Men,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,11,# of benef,Campwide,North,Camp
4596,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF21,# participating in information sessions or receiving information about services,Camps Syrian Men (Age 18 and above) participating in information sessions or receiving information about services,Zaatari Camp,Men,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,44,# of benef,Campwide,North,Camp
4599,PROTECTION,1/2/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Girls (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNICEF,Yes,411,# of benef,Campwide,North,Camp
4602,PROTECTION,1/1/2015,Child Protection,REF4,# # of other child protection cases provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # of other child protection cases provided with multi-sectoral services,Zaatari Camp,Girls,IMC,Camp    - ,Indirect appeal,UNHCR-UNICEF,Yes,24,# of benef,Campwide,North,Camp
4603,PROTECTION,1/1/2015,Community Empowered; Services to Vuln,REF24,# accessing PSS services (level 2 & 3),Camps Syrian Boys (Age 0-17) accessing PSS services (level 2 & 3),Zaatari Camp,Boys,IMC,Camp    - ,Indirect appeal,UNICEF,Yes,212,# of benef,Campwide,North,Camp
4606,PROTECTION,1/1/2015,Child Protection,REF4,# # experiencing violence in the home provided with multi-sectoral services,Camps Syrian Girls (Age 0-17) # experiencing violence in the home provided with multi-sectoral services,Zaatari Camp,Girls,UNHCR,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,3,# of benef,Campwide,North,Camp
